date,item_code
2025-06-01 00:00:00,1438
2025-06-01 00:00:00,28840
2025-06-01 00:00:00,10843
2025-06-01 00:00:00,1673
2025-06-01 00:00:00,29279
2025-06-01 00:00:00,1278
2025-06-01 00:00:00,8868
2025-06-01 00:00:00,9426
2025-06-01 00:00:00,11026
2025-06-01 00:00:00,12878
2025-06-01 00:00:00,1036
2025-06-01 00:00:00,4647
2025-06-01 00:00:00,2847
2025-06-01 00:00:00,18152
2025-06-01 00:00:00,992
2025-06-01 00:00:00,1019
2025-06-01 00:00:00,2851
2025-06-01 00:00:00,28607
2025-06-01 00:00:00,3642
2025-06-01 00:00:00,2340
2025-06-01 00:00:00,1003
2025-06-01 00:00:00,7302
2025-06-01 00:00:00,5611
2025-06-01 00:00:00,6166
2025-06-01 00:00:00,13847
2025-06-01 00:00:00,2038
2025-06-01 00:00:00,11914
2025-06-01 00:00:00,11525
2025-06-01 00:00:00,11069
2025-06-01 00:00:00,8356
2025-06-01 00:00:00,4346
2025-06-01 00:00:00,17408
2025-06-01 00:00:00,5659
2025-06-01 00:00:00,1759
2025-06-01 00:00:00,20641
2025-06-01 00:00:00,1272
2025-06-01 00:00:00,20115
2025-06-01 00:00:00,5486
2025-06-01 00:00:00,19373
2025-06-01 00:00:00,3414
2025-06-01 00:00:00,2096
2025-06-01 00:00:00,3041
2025-06-01 00:00:00,1599
2025-06-01 00:00:00,2432
2025-06-01 00:00:00,3818
2025-06-01 00:00:00,880
2025-06-01 00:00:00,14980
2025-06-01 00:00:00,11310
2025-06-01 00:00:00,2292
2025-06-01 00:00:00,20047
2025-06-01 00:00:00,3337
2025-06-01 00:00:00,1843
2025-06-01 00:00:00,13356
2025-06-01 00:00:00,13977
2025-06-01 00:00:00,4826
2025-06-01 00:00:00,2065
2025-06-01 00:00:00,1445
2025-06-01 00:00:00,10100
2025-06-01 00:00:00,3535
2025-06-01 00:00:00,1253
2025-06-01 00:00:00,21205
2025-06-01 00:00:00,9271
2025-06-01 00:00:00,27034
2025-06-01 00:00:00,5825
2025-06-01 00:00:00,6960
2025-06-01 00:00:00,177
2025-06-01 00:00:00,8881
2025-06-01 00:00:00,7311
2025-06-01 00:00:00,20261
2025-06-01 00:00:00,879
2025-06-01 00:00:00,7084
2025-06-01 00:00:00,3869
2025-06-01 00:00:00,5399
2025-06-01 00:00:00,468
2025-06-01 00:00:00,5568
2025-06-01 00:00:00,5817
2025-06-01 00:00:00,1706
2025-06-01 00:00:00,11061
2025-06-01 00:00:00,7453
2025-06-01 00:00:00,13505
2025-06-01 00:00:00,6208
2025-06-01 00:00:00,5232
2025-06-01 00:00:00,3991
2025-06-01 00:00:00,1185
2025-06-01 00:00:00,18103
2025-06-01 00:00:00,7983
2025-06-01 00:00:00,9861
2025-06-01 00:00:00,11596
2025-06-01 00:00:00,11285
2025-06-01 00:00:00,2182
2025-06-01 00:00:00,7677
2025-06-01 00:00:00,992
2025-06-01 00:00:00,13851
2025-06-01 00:00:00,3669
2025-06-01 00:00:00,6102
2025-06-01 00:00:00,11349
2025-06-01 00:00:00,9434
2025-06-01 00:00:00,11061
2025-06-01 00:00:00,3525
2025-06-01 00:00:00,4435
2025-06-01 00:00:00,592
2025-06-01 00:00:00,1518
2025-06-01 00:00:00,1442
2025-06-01 00:00:00,8150
2025-06-01 00:00:00,21169
2025-06-01 00:00:00,8062
2025-06-01 00:00:00,5339
2025-06-01 00:00:00,8356
2025-06-01 00:00:00,2577
2025-06-01 00:00:00,1034
2025-06-01 00:00:00,21508
2025-06-01 00:00:00,16023
2025-06-01 00:00:00,10295
2025-06-01 00:00:00,6651
2025-06-01 00:00:00,461
2025-06-01 00:00:00,21734
2025-06-01 00:00:00,4823
2025-06-01 00:00:00,1484
2025-06-01 00:00:00,20939
2025-06-01 00:00:00,18917
2025-06-01 00:00:00,20139
2025-06-01 00:00:00,28601
2025-06-01 00:00:00,13363
2025-06-01 00:00:00,14078
2025-06-01 00:00:00,1275
2025-06-01 00:00:00,483
2025-06-01 00:00:00,3738
2025-06-01 00:00:00,1124
2025-06-01 00:00:00,7374
2025-06-01 00:00:00,5544
2025-06-01 00:00:00,8796
2025-06-01 00:00:00,6211
2025-06-01 00:00:00,5822
2025-06-01 00:00:00,1755
2025-06-01 00:00:00,11102
2025-06-01 00:00:00,5379
2025-06-01 00:00:00,3279
2025-06-01 00:00:00,79
2025-06-01 00:00:00,21931
2025-06-01 00:00:00,1329
2025-06-01 00:00:00,7827
2025-06-01 00:00:00,5538
2025-06-01 00:00:00,4462
2025-06-01 00:00:00,18241
2025-06-01 00:00:00,1228
2025-06-01 00:00:00,19640
2025-06-01 00:00:00,12049
2025-06-01 00:00:00,6116
2025-06-01 00:00:00,1242
2025-06-01 00:00:00,5262
2025-06-01 00:00:00,1086
2025-06-01 00:00:00,5295
2025-06-01 00:00:00,18735
2025-06-01 00:00:00,27106
2025-06-01 00:00:00,997
2025-06-01 00:00:00,1885
2025-06-01 00:00:00,1460
2025-06-01 00:00:00,10813
2025-06-01 00:00:00,9017
2025-06-01 00:00:00,7018
2025-06-01 00:00:00,1409
2025-06-01 00:00:00,18494
2025-06-01 00:00:00,6058
2025-06-01 00:00:00,1604
2025-06-01 00:00:00,13037
2025-06-01 00:00:00,14010
2025-06-01 00:00:00,1617
2025-06-01 00:00:00,9704
2025-06-01 00:00:00,1829
2025-06-01 00:00:00,18238
2025-06-01 00:00:00,6092
2025-06-01 00:00:00,12893
2025-06-01 00:00:00,3397
2025-06-01 00:00:00,4389
2025-06-01 00:00:00,1240
2025-06-01 00:00:00,5159
2025-06-01 00:00:00,2358
2025-06-01 00:00:00,6996
2025-06-01 00:00:00,17849
2025-06-01 00:00:00,20500
2025-06-01 00:00:00,554
2025-06-01 00:00:00,12722
2025-06-01 00:00:00,7495
2025-06-01 00:00:00,9709
2025-06-01 00:00:00,3124
2025-06-01 00:00:00,9547
2025-06-01 00:00:00,1429
2025-06-01 00:00:00,7926
2025-06-01 00:00:00,3067
2025-06-01 00:00:00,11344
2025-06-01 00:00:00,18041
2025-06-01 00:00:00,946
2025-06-01 00:00:00,4922
2025-06-01 00:00:00,1154
2025-06-01 00:00:00,8150
2025-06-01 00:00:00,20564
2025-06-01 00:00:00,20054
2025-06-01 00:00:00,9780
2025-06-01 00:00:00,10882
2025-06-01 00:00:00,14913
2025-06-01 00:00:00,28512
2025-06-01 00:00:00,1156
2025-06-01 00:00:00,6181
2025-06-01 00:00:00,13105
2025-06-01 00:00:00,11
2025-06-01 00:00:00,17416
2025-06-01 00:00:00,1036
2025-06-01 00:00:00,460
2025-06-01 00:00:00,2014
2025-06-01 00:00:00,4949
2025-06-01 00:00:00,4116
2025-06-01 00:00:00,5218
2025-06-01 00:00:00,6067
2025-06-01 00:00:00,4225
2025-06-01 00:00:00,6512
2025-06-01 00:00:00,2560
2025-06-01 00:00:00,17285
2025-06-01 00:00:00,9339
2025-06-01 00:00:00,2329
2025-06-01 00:00:00,905
2025-06-01 00:00:00,422
2025-06-01 00:00:00,5578
2025-06-01 00:00:00,3475
2025-06-01 00:00:00,12859
2025-06-01 00:00:00,18771
2025-06-01 00:00:00,7190
2025-06-01 00:00:00,5770
2025-06-01 00:00:00,27407
2025-06-01 00:00:00,10213
2025-06-01 00:00:00,9467
2025-06-01 00:00:00,616
2025-06-01 00:00:00,3840
2025-06-01 00:00:00,18011
2025-06-01 00:00:00,629
2025-06-01 00:00:00,29336
2025-06-01 00:00:00,13712
2025-06-01 00:00:00,29127
2025-06-01 00:00:00,564
2025-06-01 00:00:00,2737
2025-06-01 00:00:00,3397
2025-06-01 00:00:00,10936
2025-06-01 00:00:00,2605
2025-06-01 00:00:00,5323
2025-06-01 00:00:00,1468
2025-06-01 00:00:00,612
2025-06-01 00:00:00,16060
2025-06-01 00:00:00,7414
2025-06-01 00:00:00,2824
2025-06-01 00:00:00,19888
2025-06-01 01:00:00,5728
2025-06-01 01:00:00,9561
2025-06-01 01:00:00,17631
2025-06-01 01:00:00,3848
2025-06-01 01:00:00,11789
2025-06-01 01:00:00,27518
2025-06-01 01:00:00,1947
2025-06-01 01:00:00,12969
2025-06-01 01:00:00,560
2025-06-01 01:00:00,11064
2025-06-01 01:00:00,5631
2025-06-01 01:00:00,14750
2025-06-01 01:00:00,4274
2025-06-01 01:00:00,2598
2025-06-01 01:00:00,7814
2025-06-01 01:00:00,2837
2025-06-01 01:00:00,18489
2025-06-01 01:00:00,947
2025-06-01 01:00:00,577
2025-06-01 01:00:00,12129
2025-06-01 01:00:00,28607
2025-06-01 01:00:00,19244
2025-06-01 01:00:00,17359
2025-06-01 01:00:00,5385
2025-06-01 01:00:00,12291
2025-06-01 01:00:00,2353
2025-06-01 01:00:00,17742
2025-06-01 01:00:00,1819
2025-06-01 01:00:00,17710
2025-06-01 01:00:00,4915
2025-06-01 01:00:00,9587
2025-06-01 01:00:00,8686
2025-06-01 01:00:00,10878
2025-06-01 01:00:00,29298
2025-06-01 01:00:00,7537
2025-06-01 01:00:00,4222
2025-06-01 01:00:00,10694
2025-06-01 01:00:00,1105
2025-06-01 01:00:00,17993
2025-06-01 01:00:00,27523
2025-06-01 01:00:00,627
2025-06-01 01:00:00,5062
2025-06-01 01:00:00,1130
2025-06-01 01:00:00,17888
2025-06-01 01:00:00,5062
2025-06-01 01:00:00,1884
2025-06-01 01:00:00,12969
2025-06-01 01:00:00,1642
2025-06-01 01:00:00,2620
2025-06-01 01:00:00,6509
2025-06-01 01:00:00,7857
2025-06-01 01:00:00,12060
2025-06-01 01:00:00,1239
2025-06-01 01:00:00,3685
2025-06-01 01:00:00,6446
2025-06-01 01:00:00,7677
2025-06-01 01:00:00,14949
2025-06-01 01:00:00,10002
2025-06-01 01:00:00,5009
2025-06-01 01:00:00,2121
2025-06-01 01:00:00,10808
2025-06-01 01:00:00,6434
2025-06-01 01:00:00,2534
2025-06-01 01:00:00,1840
2025-06-01 01:00:00,28735
2025-06-01 01:00:00,3134
2025-06-01 01:00:00,4174
2025-06-01 01:00:00,992
2025-06-01 01:00:00,4903
2025-06-01 01:00:00,13016
2025-06-01 01:00:00,29265
2025-06-01 01:00:00,8367
2025-06-01 01:00:00,9393
2025-06-01 01:00:00,14913
2025-06-01 01:00:00,566
2025-06-01 01:00:00,12945
2025-06-01 01:00:00,878
2025-06-01 01:00:00,1530
2025-06-01 01:00:00,577
2025-06-01 01:00:00,3164
2025-06-01 01:00:00,680
2025-06-01 01:00:00,19666
2025-06-01 01:00:00,3592
2025-06-01 01:00:00,5326
2025-06-01 01:00:00,2560
2025-06-01 01:00:00,963
2025-06-01 01:00:00,27343
2025-06-01 01:00:00,4911
2025-06-01 01:00:00,5724
2025-06-01 01:00:00,10967
2025-06-01 01:00:00,11161
2025-06-01 01:00:00,7344
2025-06-01 01:00:00,7151
2025-06-01 01:00:00,5492
2025-06-01 01:00:00,5399
2025-06-01 01:00:00,11337
2025-06-01 01:00:00,27391
2025-06-01 01:00:00,3650
2025-06-01 01:00:00,9505
2025-06-01 01:00:00,2620
2025-06-01 01:00:00,12250
2025-06-01 01:00:00,1147
2025-06-01 01:00:00,7039
2025-06-01 01:00:00,15007
2025-06-01 01:00:00,29255
2025-06-01 01:00:00,29173
2025-06-01 01:00:00,4872
2025-06-01 01:00:00,5209
2025-06-01 01:00:00,3055
2025-06-01 01:00:00,20914
2025-06-01 01:00:00,6249
2025-06-01 01:00:00,18513
2025-06-01 01:00:00,6127
2025-06-01 01:00:00,19994
2025-06-01 01:00:00,1092
2025-06-01 01:00:00,2021
2025-06-01 01:00:00,3629
2025-06-01 01:00:00,91
2025-06-01 01:00:00,13329
2025-06-01 01:00:00,20580
2025-06-01 01:00:00,1458
2025-06-01 01:00:00,19579
2025-06-01 01:00:00,20047
2025-06-01 01:00:00,3364
2025-06-01 01:00:00,3489
2025-06-01 01:00:00,1901
2025-06-01 01:00:00,4436
2025-06-01 01:00:00,11152
2025-06-01 01:00:00,19067
2025-06-01 01:00:00,20863
2025-06-01 01:00:00,1419
2025-06-01 01:00:00,27520
2025-06-01 01:00:00,3840
2025-06-01 01:00:00,10965
2025-06-01 01:00:00,5248
2025-06-01 01:00:00,939
2025-06-01 01:00:00,4078
2025-06-01 01:00:00,3656
2025-06-01 01:00:00,3338
2025-06-01 01:00:00,1296
2025-06-01 01:00:00,13020
2025-06-01 01:00:00,5116
2025-06-01 01:00:00,14152
2025-06-01 01:00:00,401
2025-06-01 01:00:00,1665
2025-06-01 01:00:00,6233
2025-06-01 01:00:00,7446
2025-06-01 01:00:00,28842
2025-06-01 01:00:00,18312
2025-06-01 01:00:00,120
2025-06-01 01:00:00,2002
2025-06-01 01:00:00,1107
2025-06-01 01:00:00,81
2025-06-01 01:00:00,14751
2025-06-01 01:00:00,6103
2025-06-01 01:00:00,11891
2025-06-01 01:00:00,5945
2025-06-01 01:00:00,53
2025-06-01 01:00:00,5323
2025-06-01 01:00:00,7691
2025-06-01 01:00:00,12463
2025-06-01 01:00:00,9759
2025-06-01 01:00:00,11831
2025-06-01 01:00:00,7610
2025-06-01 01:00:00,4629
2025-06-01 01:00:00,5316
2025-06-01 01:00:00,17581
2025-06-01 01:00:00,1880
2025-06-01 01:00:00,5318
2025-06-01 01:00:00,8850
2025-06-01 01:00:00,20139
2025-06-01 01:00:00,246
2025-06-01 01:00:00,17581
2025-06-01 01:00:00,8114
2025-06-01 01:00:00,2508
2025-06-01 01:00:00,4636
2025-06-01 01:00:00,9453
2025-06-01 01:00:00,7317
2025-06-01 01:00:00,4309
2025-06-01 01:00:00,7151
2025-06-01 01:00:00,8118
2025-06-01 01:00:00,6203
2025-06-01 01:00:00,2837
2025-06-01 01:00:00,2117
2025-06-01 01:00:00,9142
2025-06-01 01:00:00,1112
2025-06-01 01:00:00,9752
2025-06-01 01:00:00,9843
2025-06-01 01:00:00,21931
2025-06-01 01:00:00,18299
2025-06-01 01:00:00,18727
2025-06-01 01:00:00,4887
2025-06-01 01:00:00,1021
2025-06-01 01:00:00,2455
2025-06-01 01:00:00,630
2025-06-01 01:00:00,1789
2025-06-01 01:00:00,7299
2025-06-01 01:00:00,805
2025-06-01 01:00:00,5228
2025-06-01 01:00:00,10475
2025-06-01 01:00:00,11934
2025-06-01 01:00:00,12281
2025-06-01 02:00:00,27459
2025-06-01 02:00:00,5362
2025-06-01 02:00:00,3085
2025-06-01 02:00:00,8585
2025-06-01 02:00:00,18431
2025-06-01 02:00:00,11122
2025-06-01 02:00:00,1121
2025-06-01 02:00:00,992
2025-06-01 02:00:00,10446
2025-06-01 02:00:00,1852
2025-06-01 02:00:00,29352
2025-06-01 02:00:00,432
2025-06-01 02:00:00,7794
2025-06-01 02:00:00,7740
2025-06-01 02:00:00,1654
2025-06-01 02:00:00,1679
2025-06-01 02:00:00,10755
2025-06-01 02:00:00,7859
2025-06-01 02:00:00,17474
2025-06-01 02:00:00,3134
2025-06-01 02:00:00,17951
2025-06-01 02:00:00,3281
2025-06-01 02:00:00,7554
2025-06-01 02:00:00,5524
2025-06-01 02:00:00,14010
2025-06-01 02:00:00,1404
2025-06-01 02:00:00,1817
2025-06-01 02:00:00,3813
2025-06-01 02:00:00,1483
2025-06-01 02:00:00,3072
2025-06-01 02:00:00,1492
2025-06-01 02:00:00,29101
2025-06-01 02:00:00,911
2025-06-01 02:00:00,4415
2025-06-01 02:00:00,4463
2025-06-01 02:00:00,19382
2025-06-01 02:00:00,1833
2025-06-01 02:00:00,11723
2025-06-01 02:00:00,4956
2025-06-01 02:00:00,4078
2025-06-01 02:00:00,4516
2025-06-01 02:00:00,1394
2025-06-01 02:00:00,4921
2025-06-01 02:00:00,8640
2025-06-01 02:00:00,13237
2025-06-01 02:00:00,2091
2025-06-01 02:00:00,1242
2025-06-01 02:00:00,2412
2025-06-01 02:00:00,4438
2025-06-01 02:00:00,7854
2025-06-01 02:00:00,20379
2025-06-01 02:00:00,5317
2025-06-01 02:00:00,20761
2025-06-01 02:00:00,1872
2025-06-01 02:00:00,7373
2025-06-01 02:00:00,8310
2025-06-01 02:00:00,18563
2025-06-01 02:00:00,11118
2025-06-01 02:00:00,2913
2025-06-01 02:00:00,1442
2025-06-01 02:00:00,4329
2025-06-01 02:00:00,13216
2025-06-01 02:00:00,2657
2025-06-01 02:00:00,8211
2025-06-01 02:00:00,3642
2025-06-01 02:00:00,27289
2025-06-01 02:00:00,2245
2025-06-01 02:00:00,90
2025-06-01 02:00:00,6422
2025-06-01 02:00:00,4967
2025-06-01 02:00:00,2706
2025-06-01 02:00:00,29167
2025-06-01 02:00:00,5136
2025-06-01 02:00:00,13505
2025-06-01 02:00:00,19354
2025-06-01 02:00:00,4949
2025-06-01 02:00:00,17467
2025-06-01 02:00:00,3296
2025-06-01 02:00:00,1043
2025-06-01 02:00:00,10732
2025-06-01 02:00:00,1428
2025-06-01 02:00:00,19054
2025-06-01 02:00:00,26970
2025-06-01 02:00:00,17581
2025-06-01 02:00:00,2105
2025-06-01 02:00:00,1826
2025-06-01 02:00:00,516
2025-06-01 02:00:00,3402
2025-06-01 02:00:00,19755
2025-06-01 02:00:00,908
2025-06-01 02:00:00,12389
2025-06-01 02:00:00,1505
2025-06-01 02:00:00,5174
2025-06-01 02:00:00,4277
2025-06-01 02:00:00,12292
2025-06-01 02:00:00,4423
2025-06-01 02:00:00,1304
2025-06-01 02:00:00,739
2025-06-01 02:00:00,5688
2025-06-01 02:00:00,8362
2025-06-01 02:00:00,5409
2025-06-01 02:00:00,26
2025-06-01 02:00:00,18688
2025-06-01 02:00:00,13562
2025-06-01 02:00:00,0
2025-06-01 02:00:00,29355
2025-06-01 02:00:00,9082
2025-06-01 02:00:00,3382
2025-06-01 02:00:00,10971
2025-06-01 02:00:00,20470
2025-06-01 02:00:00,7739
2025-06-01 02:00:00,6135
2025-06-01 02:00:00,13273
2025-06-01 02:00:00,1290
2025-06-01 02:00:00,2754
2025-06-01 02:00:00,21147
2025-06-01 02:00:00,18619
2025-06-01 02:00:00,4480
2025-06-01 02:00:00,17728
2025-06-01 02:00:00,28735
2025-06-01 02:00:00,13216
2025-06-01 02:00:00,1428
2025-06-01 02:00:00,1065
2025-06-01 02:00:00,12105
2025-06-01 02:00:00,1143
2025-06-01 02:00:00,27041
2025-06-01 02:00:00,5944
2025-06-01 02:00:00,8417
2025-06-01 02:00:00,20983
2025-06-01 02:00:00,1694
2025-06-01 02:00:00,2182
2025-06-01 02:00:00,1596
2025-06-01 02:00:00,7154
2025-06-01 02:00:00,7538
2025-06-01 02:00:00,5262
2025-06-01 02:00:00,10119
2025-06-01 02:00:00,439
2025-06-01 02:00:00,12720
2025-06-01 02:00:00,17855
2025-06-01 02:00:00,9475
2025-06-01 02:00:00,13725
2025-06-01 02:00:00,6056
2025-06-01 02:00:00,12331
2025-06-01 02:00:00,6092
2025-06-01 02:00:00,2507
2025-06-01 02:00:00,4943
2025-06-01 02:00:00,6702
2025-06-01 02:00:00,10881
2025-06-01 02:00:00,1185
2025-06-01 02:00:00,6446
2025-06-01 02:00:00,21925
2025-06-01 02:00:00,593
2025-06-01 02:00:00,4735
2025-06-01 02:00:00,19259
2025-06-01 02:00:00,18735
2025-06-01 02:00:00,5353
2025-06-01 02:00:00,10359
2025-06-01 02:00:00,18188
2025-06-01 02:00:00,3676
2025-06-01 02:00:00,3669
2025-06-01 02:00:00,3892
2025-06-01 02:00:00,4612
2025-06-01 02:00:00,9753
2025-06-01 02:00:00,10505
2025-06-01 02:00:00,4647
2025-06-01 02:00:00,4874
2025-06-01 02:00:00,4958
2025-06-01 02:00:00,7055
2025-06-01 02:00:00,8200
2025-06-01 02:00:00,9605
2025-06-01 02:00:00,5322
2025-06-01 02:00:00,11067
2025-06-01 02:00:00,18787
2025-06-01 02:00:00,11559
2025-06-01 02:00:00,9135
2025-06-01 02:00:00,17966
2025-06-01 02:00:00,9113
2025-06-01 02:00:00,2353
2025-06-01 02:00:00,9435
2025-06-01 02:00:00,17877
2025-06-01 02:00:00,20911
2025-06-01 02:00:00,2971
2025-06-01 02:00:00,13045
2025-06-01 02:00:00,5280
2025-06-01 02:00:00,1143
2025-06-01 02:00:00,3554
2025-06-01 02:00:00,11400
2025-06-01 02:00:00,7167
2025-06-01 02:00:00,17735
2025-06-01 02:00:00,10922
2025-06-01 02:00:00,11866
2025-06-01 02:00:00,17454
2025-06-01 02:00:00,9345
2025-06-01 02:00:00,5259
2025-06-01 02:00:00,1103
2025-06-01 02:00:00,2151
2025-06-01 02:00:00,9442
2025-06-01 02:00:00,1880
2025-06-01 02:00:00,1702
2025-06-01 02:00:00,4923
2025-06-01 02:00:00,7475
2025-06-01 02:00:00,1168
2025-06-01 02:00:00,27493
2025-06-01 02:00:00,1615
2025-06-01 02:00:00,5035
2025-06-01 02:00:00,4415
2025-06-01 02:00:00,7585
2025-06-01 02:00:00,7132
2025-06-01 02:00:00,1477
2025-06-01 02:00:00,6326
2025-06-01 02:00:00,836
2025-06-01 02:00:00,4184
2025-06-01 02:00:00,6960
2025-06-01 02:00:00,1518
2025-06-01 02:00:00,4275
2025-06-01 02:00:00,10851
2025-06-01 02:00:00,8017
2025-06-01 02:00:00,27308
2025-06-01 02:00:00,20641
2025-06-01 02:00:00,4356
2025-06-01 02:00:00,6422
2025-06-01 02:00:00,17423
2025-06-01 02:00:00,18623
2025-06-01 02:00:00,5601
2025-06-01 02:00:00,7651
2025-06-01 02:00:00,3673
2025-06-01 02:00:00,5817
2025-06-01 02:00:00,21194
2025-06-01 02:00:00,12092
2025-06-01 02:00:00,1220
2025-06-01 02:00:00,8897
2025-06-01 02:00:00,471
2025-06-01 02:00:00,11142
2025-06-01 02:00:00,17988
2025-06-01 02:00:00,4123
2025-06-01 02:00:00,3420
2025-06-01 02:00:00,7737
2025-06-01 02:00:00,9298
2025-06-01 02:00:00,9434
2025-06-01 02:00:00,539
2025-06-01 02:00:00,1365
2025-06-01 02:00:00,11116
2025-06-01 02:00:00,11012
2025-06-01 02:00:00,1365
2025-06-01 02:00:00,1888
2025-06-01 02:00:00,1079
2025-06-01 02:00:00,10877
2025-06-01 02:00:00,879
2025-06-01 02:00:00,18698
2025-06-01 02:00:00,28
2025-06-01 02:00:00,2389
2025-06-01 02:00:00,4371
2025-06-01 02:00:00,10751
2025-06-01 02:00:00,13974
2025-06-01 02:00:00,4179
2025-06-01 02:00:00,27391
2025-06-01 02:00:00,20351
2025-06-01 02:00:00,29101
2025-06-01 02:00:00,5710
2025-06-01 02:00:00,8628
2025-06-01 02:00:00,1565
2025-06-01 02:00:00,1431
2025-06-01 02:00:00,2408
2025-06-01 03:00:00,6509
2025-06-01 03:00:00,3420
2025-06-01 03:00:00,7039
2025-06-01 03:00:00,9430
2025-06-01 03:00:00,2493
2025-06-01 03:00:00,8252
2025-06-01 03:00:00,18634
2025-06-01 03:00:00,3408
2025-06-01 03:00:00,7693
2025-06-01 03:00:00,7097
2025-06-01 03:00:00,9759
2025-06-01 03:00:00,1288
2025-06-01 03:00:00,37
2025-06-01 03:00:00,1933
2025-06-01 03:00:00,5786
2025-06-01 03:00:00,1658
2025-06-01 03:00:00,10889
2025-06-01 03:00:00,18243
2025-06-01 03:00:00,4127
2025-06-01 03:00:00,18923
2025-06-01 03:00:00,20713
2025-06-01 03:00:00,11582
2025-06-01 03:00:00,3800
2025-06-01 03:00:00,29322
2025-06-01 03:00:00,29337
2025-06-01 03:00:00,5424
2025-06-01 03:00:00,5351
2025-06-01 03:00:00,3831
2025-06-01 03:00:00,27391
2025-06-01 03:00:00,782
2025-06-01 03:00:00,17505
2025-06-01 03:00:00,3178
2025-06-01 03:00:00,27429
2025-06-01 03:00:00,4297
2025-06-01 03:00:00,3869
2025-06-01 03:00:00,1145
2025-06-01 03:00:00,4949
2025-06-01 03:00:00,12940
2025-06-01 03:00:00,6099
