Bestand,Gemiddelde picktijd (sec)
1_VerdelingItem01_03,12.860912428963978
2_VerdelingItem04_06,9.65590491377709
3_VerdelingItem07_09,18.211735853797748
4_VerdelingItem10_12,10.977903269608262
5_VerdelingItem13_15,30.297122463753848
6_VerdelingItem16_19,16.807510520867016
